"Incident ID","Incident Date","State","City Or County","Address","# Victims Killed","# Victims Injured","# Subjects-Suspects Killed","# Subjects-Suspects Injured","# Subjects-Suspects Arrested","Operations","Year","long","lat"
2188999,"December 13, 2021","California","Fresno","E Normal Ave",0,4,0,0,0,"N/A","2021",-119.7747783,36.7677154
2188843,"December 13, 2021","Pennsylvania","Philadelphia","3400  Emerald St",0,4,0,0,0,"N/A","2021",-89.8810306975616,35.05595735
2188260,"December 13, 2021","North Carolina","Durham","Eugene St",2,4,0,0,0,"N/A","2021",-98.841777,42.910016
2187939,"December 12, 2021","Mississippi","Bolton","6171 W. Northside Dr",0,6,0,0,0,"N/A","2021",-90.2010053,32.3559597
2190367,"December 12, 2021","Florida","Tampa","Alaska Ave",0,5,0,0,1,"N/A","2021",-119.282117,46.3707249
2187990,"December 12, 2021","Texas","Baytown","1403 N Market Loop",1,13,0,0,0,"N/A","2021",-95.0326010065829,29.7870799286106
2188066,"December 12, 2021","Virginia","Woodbridge","13989 Jefferson Davis Hwy",0,4,0,0,0,"N/A","2021",-80.7365155,34.2033333
2187027,"December 11, 2021","Illinois","River Grove","3111 River Rd",1,3,0,0,0,"N/A","2021",-97.506423449115,30.2041425
2186517,"December 10, 2021","Michigan","Lansing","Miller Rd",1,3,0,0,1,"N/A","2021",-63.6194496,45.8449453
2187077,"December 10, 2021","Florida","Orlando","Jefferson St",0,5,0,0,0,"N/A","2021",-73.9230698,40.7066877
2186696,"December 10, 2021","North Carolina","Charlotte","3100  Marney Ave",0,5,0,0,1,"N/A","2021",-80.8060071787523,35.195984200661
